emoji,unicode,aliases_all
🧗‍♂️,🧗‍♂️,"pria, memanjat, pemanjat"
🧗‍♀️,🧗‍♀️,"wanita, memanjat, pemanjat"
🤺,🤺,"orang, berolahraga, anggar, atlet, olahraga, pedang"
🏇,🏇,"balap, kuda, balapan, joki, pacuan"
⛷️,⛷️,"pemain, ski, salju"
🏂,🏂,"peselancar, salju, papan, seluncur, ski"
🏌️,🏌️,"orang, bermain, golf, bola"
🏌️‍♂️,🏌️‍♂️,"pria, bermain, golf, bola, laki-laki"
🏌️‍♀️,🏌️‍♀️,"wanita, bermain, golf, bola, perempuan"
🏄,🏄,"orang, berselancar, seluncur"
🏄‍♂️,🏄‍♂️,"pria, berselancar, laki-laki, ombak, selancar"
🏄‍♀️,🏄‍♀️,"wanita, berselancar, ombak, perempuan, selancar"
🚣,🚣,"orang, mendayung, perahu, kendaraan"
🚣‍♂️,🚣‍♂️,"pria, mendayung, perahu, dayung, laki-laki"
🚣‍♀️,🚣‍♀️,"wanita, mendayung, perahu, dayung, perempuan"
🏊,🏊,"orang, berenang, renang"
🏊‍♂️,🏊‍♂️,"pria, berenang, laki-laki, renang"
🏊‍♀️,🏊‍♀️,"wanita, berenang, perempuan, renang"
⛹️,⛹️,orang_memantulkan_bola
⛹️‍♂️,⛹️‍♂️,"pria, memantulkan, bola, laki-laki, membawa"
⛹️‍♀️,⛹️‍♀️,"wanita, memantulkan, bola, membawa, perempuan"
🏋️,🏋️,"orang, mengangkat, beban, angkat"
🏋️‍♂️,🏋️‍♂️,"pria, mengangkat, beban, angkat, laki-laki"
🏋️‍♀️,🏋️‍♀️,"wanita, mengangkat, beban, angkat, perempuan"
🚴,🚴,"orang, bersepeda, sepeda"
🚴‍♂️,🚴‍♂️,"pria, bersepeda, laki-laki, sepeda"
🚴‍♀️,🚴‍♀️,"wanita, bersepeda, perempuan, sepeda"
🚵,🚵,"orang, bersepeda, gunung, pesepeda, sepeda"
🚵‍♂️,🚵‍♂️,"pria, bersepeda, gunung, laki-laki, sepeda"
🚵‍♀️,🚵‍♀️,"wanita, bersepeda, gunung, perempuan, sepeda"
🤸,🤸,"orang, melakukan, gerakan, meroda, gimnastik, olahraga, salto, senam"
🤸‍♂️,🤸‍♂️,"pria, melakukan, gerakan, meroda, balik, jungkir, laki-laki"
🤸‍♀️,🤸‍♀️,"wanita, melakukan, gerakan, meroda, balik, jungkir, perempuan"
🤼,🤼,"orang, bergulat, gulat, olahraga, pegulat"
🤼‍♂️,🤼‍♂️,"pria, bergulat, gulat, laki-laki"
🤼‍♀️,🤼‍♀️,"wanita, bergulat, gulat, perempuan"
🤽,🤽,"orang, bermain, polo, air, olahraga"
🤽‍♂️,🤽‍♂️,"pria, bermain, polo, air, laki-laki"
🤽‍♀️,🤽‍♀️,"wanita, bermain, polo, air, perempuan"
🤾,🤾,"orang, bermain, bola, tangan, olahraga"
🤾‍♂️,🤾‍♂️,"pria, bermain, bola, tangan, laki-laki"
🤾‍♀️,🤾‍♀️,"wanita, bermain, bola, tangan, perempuan"
🤹,🤹,"orang, melempar, juggling, multitasking, repot, sibuk"
🤹‍♂️,🤹‍♂️,"pria, melempar, atraksi, laki-laki"
🤹‍♀️,🤹‍♀️,"wanita, melempar, atraksi, perempuan"
🧘,🧘,"orang, dalam, posisi, teratai, meditasi, yoga"
🧘‍♂️,🧘‍♂️,"pria, dalam, posisi, teratai, meditasi, yoga"
🧘‍♀️,🧘‍♀️,"wanita, dalam, posisi, teratai, meditasi, yoga"
🛀,🛀,orang_di_bak_mandi
🛌,🛌,"orang, di, tempat, tidur, hotel"
🧑‍🤝‍🧑,🧑‍🤝‍🧑,"orang, bergandengan, pasangan, tangan"
👭,👭,"dua, wanita, bergandengan, cewek, gandeng, pasangan, pegangan, tangan"
👫,👫,"pria, dan, wanita, bergandengan, pasangan, pegangan, berpegangan, tangan"
👬,👬,"dua, pria, bergandengan, cowok, gandeng, gemini, kembar, pasangan, pegangan, tangan, zodiak"
💏,💏,"berciuman, cium, pasangan, romantis"
👩‍❤️‍💋‍👨,👩‍❤️‍💋‍👨,"berciuman, wanita, pria, cium, pasangan, romantis"
👨‍❤️‍💋‍👨,👨‍❤️‍💋‍👨,"berciuman, pria, cium, pasangan, romantis"
👩‍❤️‍💋‍👩,👩‍❤️‍💋‍👩,"berciuman, wanita, cium, pasangan, romantis"
💑,💑,"pasangan, dengan, hati, cinta, romantis"
👩‍❤️‍👨,👩‍❤️‍👨,"pasangan, dengan, hati, wanita, pria, cinta, romantis"
👨‍❤️‍👨,👨‍❤️‍👨,"pasangan, dengan, hati, pria, cinta, romantis"
👩‍❤️‍👩,👩‍❤️‍👩,"pasangan, dengan, hati, wanita, cinta, romantis"
👪,👪,"keluarga, anak, ayah, bapak, ibu, mama, papa"
👨‍👩‍👦,👨‍👩‍👦,"keluarga, pria, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👩‍👧,👨‍👩‍👧,"keluarga, pria, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
👨‍👩‍👧‍👦,👨‍👩‍👧‍👦,"keluarga, pria, wanita, anak, perempuan, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👩‍👦‍👦,👨‍👩‍👦‍👦,"keluarga, pria, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👩‍👧‍👧,👨‍👩‍👧‍👧,"keluarga, pria, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
👨‍👨‍👦,👨‍👨‍👦,"keluarga, pria, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👨‍👧,👨‍👨‍👧,"keluarga, pria, anak, perempuan, ayah, bapak, ibu, mama, papa"
👨‍👨‍👧‍👦,👨‍👨‍👧‍👦,"keluarga, pria, anak, perempuan, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👨‍👦‍👦,👨‍👨‍👦‍👦,"keluarga, pria, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👨‍👧‍👧,👨‍👨‍👧‍👧,"keluarga, pria, anak, perempuan, ayah, bapak, ibu, mama, papa"
👩‍👩‍👦,👩‍👩‍👦,"keluarga, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👩‍👧,👩‍👩‍👧,"keluarga, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
👩‍👩‍👧‍👦,👩‍👩‍👧‍👦,"keluarga, wanita, anak, perempuan, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👩‍👦‍👦,👩‍👩‍👦‍👦,"keluarga, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👩‍👧‍👧,👩‍👩‍👧‍👧,"keluarga, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
👨‍👦,👨‍👦,"keluarga, pria, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👦‍👦,👨‍👦‍👦,"keluarga, pria, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👧,👨‍👧,"keluarga, pria, anak, perempuan, ayah, bapak, ibu, mama, papa"
👨‍👧‍👦,👨‍👧‍👦,"keluarga, pria, anak, perempuan, laki-laki, ayah, bapak, ibu, mama, papa"
👨‍👧‍👧,👨‍👧‍👧,"keluarga, pria, anak, perempuan, ayah, bapak, ibu, mama, papa"
👩‍👦,👩‍👦,"keluarga, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👦‍👦,👩‍👦‍👦,"keluarga, wanita, anak, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👧,👩‍👧,"keluarga, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
👩‍👧‍👦,👩‍👧‍👦,"keluarga, wanita, anak, perempuan, laki-laki, ayah, bapak, ibu, mama, papa"
👩‍👧‍👧,👩‍👧‍👧,"keluarga, wanita, anak, perempuan, ayah, bapak, ibu, mama, papa"
🗣️,🗣️,"kepala, berbicara, bicara, siluet, wajah"
👤,👤,"siluet, foto, setengah, badan, bayangan"
👥,👥,"beberapa, siluet, foto, setengah, badan, bayangan"
🫂,🫂,"orang, berpelukan, halo, peluk, selamat, tinggal, terima, kasih"
👣,👣,"jejak, kaki, badan, tubuh"
🦰,🦰,"rambut, merah, cokelat, kemerahan"
🦱,🦱,"rambut, keriting, afro, ikal"
🦳,🦳,"rambut, putih, abu-abu, tua"
🦲,🦲,"gundul, botak, kemoterapi, tak, berambut"
🐵,🐵,"wajah, monyet, muka"
🐒,🐒,monyet
🦍,🦍,"gorila, binatang, kingkong"
🦧,🦧,"orangutan, kera"
🐶,🐶,"wajah, anjing, hewan, muka"
🐕,🐕,"anjing, hewan"
🦮,🦮,"anjing, pemandu, aksesibilitas, buta, panduan, tunanetra"
🐕‍🦺,🐕‍🦺,"anjing, pembimbing, aksesibilitas, bantuan, bimbingan"
🐩,🐩,"pudel, anjing"
🐺,🐺,"serigala, muka, wajah"
🦊,🦊,"rubah, muka, wajah"
🦝,🦝,"rakun, licik, penasaran"
🐱,🐱,"wajah, kucing, hewan, muka"
🐈,🐈,"kucing, hewan"
🐈‍⬛,🐈‍⬛,"kucing, hitam, kesialan"
🦁,🦁,"singa, leo, muka, wajah, zodiak"
🐯,🐯,"wajah, harimau, macan, muka"
🐅,🐅,harimau
🐆,🐆,macan_tutul
🐴,🐴,"wajah, kuda, muka"
🐎,🐎,"kuda, balap, pacuan"
🦄,🦄,"unicorn, muka, wajah"
🦓,🦓,"zebra, belang"
🦌,🦌,"rusa, binatang"
🦬,🦬,"bison, eropa, kawanan, kerbau"
🐮,🐮,"wajah, sapi, muka"
🐂,🐂,"lembu, taurus, zodiak"
🐃,🐃,"kerbau, air"
🐄,🐄,sapi
🐷,🐷,"wajah, babi, muka"
🐖,🐖,babi
🐗,🐗,babi_hutan
🐽,🐽,"hidung, babi, muka, wajah"
🐏,🐏,"domba, jantan, aries, zodiak"
🐑,🐑,domba_betina
🐐,🐐,"kambing, capricorn, zodiak"
🐪,🐪,"unta, dromedari, punuk"
🐫,🐫,"unta, berpunuk, dua, baktrian, punuk"
🦙,🦙,"llama, alpaka, guanako, vikuna, wol"
🦒,🦒,"jerapah, bintik"
🐘,🐘,gajah
🦣,🦣,"mamut, berbulu, tebal, besar, gading, kepunahan"
🦏,🦏,"badak, binatang"
🦛,🦛,kuda_nil
🐭,🐭,"wajah, tikus, muka"
🐁,🐁,tikus_putih
🐀,🐀,tikus
🐹,🐹,"hamster, hewan, peliharaan, wajah"
🐰,🐰,"wajah, kelinci, hewan, peliharaan"
🐇,🐇,"kelinci, hewan, peliharaan"
🐿️,🐿️,tupai
🦫,🦫,"biwara, bendungan"
🦔,🦔,"landak, berduri"
🦇,🦇,"kelelawar, binatang, vampir"
🐻,🐻,"beruang, muka, wajah"
🐻‍❄️,🐻‍❄️,"beruang, kutub, arktika, putih"
🐨,🐨,"koala, beruang"
🐼,🐼,"panda, muka, wajah"
🦥,🦥,"kungkang, lambat, malas"
🦦,🦦,"berang-berang, ceria, gembira, menangkap, ikan"
🦨,🦨,"sigung, bau, busuk"
🦘,🦘,"kanguru, australia, joey, lompat, marsupialia"
🦡,🦡,"musang, hewan, pengganggu, ratel"
🐾,🐾,"jejak, kaki, hewan, cakar"
🦃,🦃,"kalkun, burung"
🐔,🐔,"ayam, burung"
🐓,🐓,"ayam, jago, burung"
🐣,🐣,"itik, menetas, ayam, bayi"
🐤,🐤,"itik, bayi, ayam"
🐥,🐥,"itik, bayi, menghadap, ke, depan, ayam"
🐦,🐦,burung
🐧,🐧,"pinguin, burung"
🕊️,🕊️,"merpati, burung, damai, terbang"
🦅,🦅,"elang, burung"
🦆,🦆,"bebek, unggas"
🦢,🦢,"angsa, muda, burung, itik, buruk, rupa"
🦉,🦉,"burung, hantu, bijaksana"
🦤,🦤,"dodo, besar, mauritius, punah"
🪶,🪶,"bulu, burung, penerbangan, ringan"
🦩,🦩,"flamingo, flamboyan, tropikal, tropis"
🦚,🦚,"merak, angkuh, burung, betina, mewah"
🦜,🦜,"nuri, bajak, laut, bicara, burung"
🐸,🐸,"katak, muka, wajah"
🐊,🐊,buaya
🐢,🐢,"kura-kura, penyu, terrapin"
🦎,🦎,"kadal, reptil"
🐍,🐍,"ular, ofiukus, pembawa, zodiak"
🐲,🐲,"wajah, naga, dongeng, muka"
🐉,🐉,"naga, dongeng"
🦕,🦕,"sauropod, brachiosaurus, brontosaurus, diplodocus"
🦖,🦖,"t-rex, tyrannosaurus, rex"
🐳,🐳,"ikan, paus, menyembur, muka, sembur, wajah"
🐋,🐋,ikan_paus
🐬,🐬,lumba-lumba
🦭,🦭,"anjing, laut, singa"
🐟,🐟,"ikan, pisces, zodiak"
🐠,🐠,ikan_tropis
🐡,🐡,ikan_gembung
🦈,🦈,"hiu, ikan"
🐙,🐙,gurita
🐚,🐚,cangkang_spiral
🐌,🐌,"siput, keong"
🦋,🦋,"kupu-kupu, cantik, serangga"
🐛,🐛,serangga_kecil
🐜,🐜,"semut, serangga"
🐝,🐝,"lebah, madu, serangga"
🪲,🪲,"kumbang, hama, serangga"
🐞,🐞,"kumbang, betina, serangga"
🦗,🦗,"jangkrik, belalang"
🪳,🪳,"kecoak, coro, hama, serangga"
🕷️,🕷️,"laba-laba, serangga"
🕸️,🕸️,"jaring, laba-laba, sarang"
🦂,🦂,"kalajengking, scorpio, zodiak"
🦟,🦟,"nyamuk, demam, malaria, penyakit, serangga, virus"
🪰,🪰,"lalat, belatung, hama, membusuk, penyakit"
🪱,🪱,"cacing, annelida, tanah, parasit"
🦠,🦠,"mikroba, amuba, bakteri, virus"
💐,💐,"karangan, bunga, romantis, tanaman"
🌸,🌸,"sakura, bunga, mekar, tanaman"
💮,💮,bunga_putih
🏵️,🏵️,"hiasan, mawar, tanaman"
🌹,🌹,"mawar, bunga, tanaman"
🥀,🥀,"bunga, layu, kecewa"
🌺,🌺,"kembang, sepatu, bunga, tanaman"
🌻,🌻,"bunga, matahari, tanaman"
🌼,🌼,"mekar, bunga, tanaman"
🌷,🌷,"tulip, bunga, tanaman"
🌱,🌱,"semai, muda, tanaman"
🪴,🪴,"tanaman, pot, membosankan, merawat, rumah, tumbuh"
🌲,🌲,"pohon, hijau, abadi, tanaman"
🌳,🌳,"pohon, meranggas, gugur, tanaman"
🌴,🌴,"pohon, palem, tanaman"
🌵,🌵,"kaktus, tanaman"
🌾,🌾,"seikat, padi, bulir, nasi, tanaman"
🌿,🌿,"herba, daun, tanaman"
☘️,☘️,"shamrock, tanaman"
🍀,🍀,"empat, daun, semanggi, 4, tanaman"
🍁,🍁,"daun, maple, gugur, tanaman"
🍂,🍂,"daun, berguguran, gugur, tanaman"
🍃,🍃,"daun, tertiup, angin, tanaman, terbang, tiup"
🍇,🍇,"anggur, buah, tanaman"
🍈,🍈,"melon, buah, tanaman"
🍉,🍉,"semangka, buah, tanaman"
🍊,🍊,"buah, jeruk, tanaman"
🍋,🍋,"lemon, buah, tanaman"
🍌,🍌,"pisang, buah, tanaman"
🍍,🍍,"nanas, buah, tanaman"
🥭,🥭,"mangga, buah, tropis"
🍎,🍎,"apel, merah, buah, tanaman"
🍏,🍏,"apel, hijau, buah, tanaman"
🍐,🍐,"pir, buah, tanaman"
🍑,🍑,"persik, buah, tanaman"
🍒,🍒,"ceri, buah, tanaman"
🍓,🍓,"stroberi, beri, buah, tanaman"
🫐,🫐,"blueberry, beri, bilberry, biru, bluberi"
🥝,🥝,"buah, kiwi, makanan"
🍅,🍅,"tomat, sayur, tanaman"
🫒,🫒,"zaitun, makanan"
🥥,🥥,"kelapa, palem, pina, colada"
🥑,🥑,"alpukat, alpuket, avokad, avokado, buah, makanan"
🍆,🍆,"terung, sayur, tanaman"
🥔,🥔,"kentang, makanan, sayur, sayuran"
🥕,🥕,"wortel, makanan, sayur"
🌽,🌽,"bonggol, jagung, bulir, tanaman"
🌶️,🌶️,"cabai, pedas, lada, tanaman"
🫑,🫑,"paprika, capsicum, sayuran"
🥒,🥒,"ketimun, acar, makanan, sayuran, timun"
🥬,🥬,"selada, hijau, bokcoy, kale, kubis"
🥦,🥦,"brokoli, kubis"
🧄,🧄,"bawang, putih, bumbu, dapur"
🧅,🧅,"bawang, bombay, bumbu, dapur"
🍄,🍄,"jamur, tanaman"
🥜,🥜,"kacang, tanah, makanan, sayur, sayuran"
🌰,🌰,"kastanye, tanaman"
🍞,🍞,roti
🥐,🥐,"croissant, roti, prancis"
🥖,🥖,"roti, baguette, baget, panjang, prancis"
🫓,🫓,"roti, pipih, areva, lavash, pita, naan"
🥨,🥨,"pretzel, berkeluk"
🥯,🥯,"bagel, roti, schmear"
🥞,🥞,"panekuk, pancake, serabi"
🧇,🧇,"wafel, makanan, waffle"
🧀,🧀,irisan_keju
🍖,🍖,daging_pada_tulang
🍗,🍗,"kaki, ayam, paha, tulang, unggas"
🥩,🥩,"potongan, daging, babi, domba, irisan, kambing, steak"
🥓,🥓,"babi, asap, bacon, bakon, daging, makanan"
🍔,🍔,"hamburger, burger"
🍟,🍟,kentang_goreng
🍕,🍕,"pizza, keju, potongan"
🌭,🌭,"hot, dog, hotdog, sosis"
🥪,🥪,roti_lapis
🌮,🌮,"taco, meksiko"
🌯,🌯,"burrito, meksiko"
🫔,🫔,"tamale, makanan, meksiko, terbungkus"
🥙,🥙,"roti, tawar, isi, falafel, kebab, makanan"
🧆,🧆,"falafel, bebola, kacang, arab"
🥚,🥚,"telur, makanan"
🍳,🍳,"memasak, menggoreng, telur, wajan"
🥘,🥘,"wajan, dangkal, kaserol, makanan, seafood"
🍲,🍲,"panci, makanan, mangkuk, rebusan"
🫕,🫕,"fondue, cokelat, keju, meleleh, periuk, swiss"
🥣,🥣,"mangkuk, dengan, sendok, bubur, sarapan, sereal"
🥗,🥗,"salad, hijau, makanan, sayuran"
🍿,🍿,"popcorn, berondong, jagung"
🧈,🧈,"mentega, produk, susu"
🧂,🧂,"garam, bumbu, wadah"
🥫,🥫,makanan_kaleng
🍱,🍱,kotak_bento
🍘,🍘,"kerupuk, beras, biskuit"
🍙,🍙,"nasi, kepal, bola, jepang"
🍚,🍚,"nasi, matang, masak"
🍛,🍛,nasi_kari
🍜,🍜,"mangkuk, mengepul, mie, ramen, rebusan"
🍝,🍝,"spageti, pasta"
🍠,🍠,"ubi, panggang, kentang, manis"
🍢,🍢,"oden, kebab, laut, makanan, tempura, udang"
🍣,🍣,sushi
🍤,🍤,"udang, goreng, tempura"
🍥,🍥,"kue, ikan, dengan, desain, pusaran, pastri"
🥮,🥮,"kue, bulan, festival, musim, gugur, yuebing"
🍡,🍡,"dango, jepang, makanan, manis, penutup, sate, stik"
🥟,🥟,"dumpling, empanada, gyoza, jiaozi, pierogi"
🥠,🥠,"kue, keberuntungan, ramalan"
🥡,🥡,"kotak, makanan, wadah, tionghoa"
🦀,🦀,"kepiting, cancer, zodiak"
🦞,🦞,"lobster, capit, hidangan, laut, sup"
🦐,🦐,"udang, makanan, seafood"
🦑,🦑,"cumi-cumi, cumi, makanan, moluska, seafood"
🦪,🦪,"tiram, menyelam, mutiara"
🍦,🍦,"es, krim, lembut, makanan, manis, penutup"
🍧,🍧,"es, serut, makanan, manis, penutup"
🍨,🍨,"es, krim, makanan, manis, penutup"
🍩,🍩,"donat, makanan, manis, penutup"
🍪,🍪,"biskuit, makanan, manis, penutup"
🎂,🎂,"kue, ulang, tahun, hidangan, penutup, manis, pastri, perayaan"
🍰,🍰,"kue, makanan, manis, pastri, penutup, potongan"
🧁,🧁,"kue, mangkuk, manis, roti"
🥧,🥧,"pai, isi, kue, kering, pastri"
🍫,🍫,"sebatang, cokelat, batangan, makanan, manis, penutup"
🍬,🍬,"permen, makanan, manis, penutup"
🍭,🍭,"permen, lolipop, makanan, manis, penutup"
🍮,🍮,"puding, susu, makanan, manis, penutup"
🍯,🍯,"toples, madu, kendi, manis"
🍼,🍼,"botol, bayi, minuman, susu"
🥛,🥛,"gelas, susu, minum"
☕,☕,"minuman, hangat, kopi, mengepul, panas, teh"
🫖,🫖,"teko, minum, poci, teh"
🍵,🍵,"cangkir, teh, tanpa, gagang, minuman"
🍶,🍶,"sake, bar, botol, cangkir, minuman"
🍾,🍾,"botol, dengan, penyumbat, terlepas, bar, gabus, menyembul, minuman"
🍷,🍷,"gelas, anggur, bar, minuman"
🍸,🍸,"gelas, cocktail, bar, koktail, minuman"
🍹,🍹,"minuman, tropis, bar"
🍺,🍺,"mug, bir, bar, minuman"
🍻,🍻,"mug, bir, berdenting, bar, berbenturan, minuman, tos"
🥂,🥂,"mendentingkan, gelas, cling, hore, perayaan, pesta, selamat"
🥃,🥃,"gelas, tumbler, alkohol, minum-minum, whisky, wiski"
🥤,🥤,"cangkir, dengan, sedotan, jus, soda"
🧋,🧋,"teh, bubble, pearl, susu"
🧃,🧃,"kotak, minuman, jus"
🧉,🧉,"teh, mate, minuman"
🧊,🧊,"es, batu, dingin, gunung"
🥢,🥢,"sumpit, hashi"
🍽️,🍽️,"garpu, dan, pisau, dengan, piring, masak"
🍴,🍴,"garpu, dan, pisau, masak"
🥄,🥄,"sendok, alat, makan, peralatan"
🔪,🔪,"pisau, dapur, alat, hocho, masak, senjata"
🏺,🏺,"amphora, aquarius, kendi, memasak, minuman, zodiak"
🌍,🌍,"bola, dunia, eropa-afrika, afrika, bumi, eropa, globe"
🌎,🌎,"bola, dunia, amerika, bumi, globe"
🌏,🌏,"bola, dunia, asia-australia, asia, australia, bumi, globe"
🌐,🌐,"bola, dunia, dengan, garis, meridian, asia, globe, meridien"
🗺️,🗺️,peta_dunia
🗾,🗾,peta_jepang
🧭,🧭,"kompas, magnetis, navigasi, orientasi"
🏔️,🏔️,"gunung, dengan, puncak, bersalju, dingin, salju"
⛰️,⛰️,gunung
🌋,🌋,"gunung, berapi, cuaca, erupsi"
🗻,🗻,gunung_fuji
🏕️,🏕️,"berkemah, kemah, tenda"
🏖️,🏖️,pantai_dan_payung
🏜️,🏜️,gurun
🏝️,🏝️,"pulau, terpencil, gurun"
🏞️,🏞️,taman_nasional
🏟️,🏟️,stadion
🏛️,🏛️,bangunan_klasik
🏗️,🏗️,konstruksi_bangunan
🧱,🧱,"batu, bata, adukan, semen, tanah, liat, tembok"
🪨,🪨,"batu, besar, berat, cadas, padat"
🪵,🪵,"kayu, gelondong"
🛖,🛖,"pondok, rumah, bundar, yurt"
🏘️,🏘️,"perumahan, bangunan, rumah"
🏚️,🏚️,"rumah, terlantar, bangunan"
🏠,🏠,"rumah, bangunan"
🏡,🏡,"rumah, dengan, taman, bangunan, kebun"
🏢,🏢,gedung_perkantoran
🏣,🏣,"kantor, pos, jepang, gedung"
🏤,🏤,"kantor, pos, eropa, gedung"
🏥,🏥,"rumah, sakit, bangunan, dokter, obat"
🏦,🏦,"bank, bangunan"
🏨,🏨,"hotel, bangunan"
🏩,🏩,"hotel, cinta, bangunan"
🏪,🏪,"minimarket, bangunan, toko"
🏫,🏫,"sekolah, bangunan"
🏬,🏬,"toserba, bangunan"
🏭,🏭,"pabrik, bangunan"
🏯,🏯,"kastel, jepang, bangunan"
🏰,🏰,"kastel, bangunan, eropa"
💒,💒,"pernikahan, kapel, romantis"
🗼,🗼,menara_tokyo
🗽,🗽,patung_liberty
⛪,⛪,"gereja, agama, bangunan, kristen, salib"
🕌,🕌,"masjid, agama, islam, muslim"
🛕,🛕,"pura, hindu"
🕍,🕍,"sinagog, agama, kuil, yahudi"
⛩️,⛩️,"kuil, shinto, agama"
🕋,🕋,"kabah, agama, islam, muslim"
⛲,⛲,"air, mancur, pancuran"
⛺,⛺,"tenda, berkemah"
🌁,🌁,"berkabut, cuaca, kabut"
🌃,🌃,"malam, berbintang, bintang, cuaca"
🏙️,🏙️,"panorama, kota, bangunan"
🌄,🌄,"matahari, terbit, di, antara, gunung, cuaca, pagi"
🌅,🌅,"matahari, terbit, cuaca, pagi"
🌆,🌆,"panorama, kota, di, sore, hari, matahari, terbenam, pemandangan, senja"
🌇,🌇,"matahari, terbenam, bangunan, cuaca, senja"
🌉,🌉,"jembatan, di, malam, hari, cuaca"
♨️,♨️,"sumber, air, panas, mata, mengepul"
🎠,🎠,"komidi, putar, karosel, kuda"
🎡,🎡,"kincir, ria, hiburan, roda, taman"
🎢,🎢,"roller, coaster, hiburan, taman"
💈,💈,"tanda, salon, potong, rambut, tiang"
🎪,🎪,tenda_sirkus
🚂,🚂,"lokomotif, kendaraan, kereta, mesin, rel, uap"
🚃,🚃,"gerbong, bus, listrik, kereta, api, mobil, rel, trem"
🚄,🚄,"kereta, ekspres, cepat, kendaraan, rel, shinkansen"
🚅,🚅,"kereta, ekspres, peluru, cepat, kendaraan, rel, shinkansen"
🚆,🚆,"kereta, kendaraan, rel"
🚇,🚇,"kereta, bawah, tanah, kendaraan"
🚈,🚈,"light, rail, kendaraan, rel"
🚉,🚉,"stasiun, kendaraan, kereta, rel"
🚊,🚊,"trem, kendaraan, kereta, listrik"
🚝,🚝,"monorel, kendaraan"
🚞,🚞,"jalur, kereta, pegunungan, gunung, kendaraan, mobil, rel"
🚋,🚋,"gerbong, trem, kendaraan, kereta, mobil"
